Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\BaiduNetdiskDownload\APPLIED PROTEIN TECHNOLOGY\2026\20260106\YAS202601070072-3\YAS202601070072-3-P-Lvs-26-1-1-1.raw	E:\BaiduNetdiskDownload\APPLIED PROTEIN TECHNOLOGY\2026\20260106\YAS202601070072-3\YAS202601070072-3-P-Lvs-26-1-1-2.raw	E:\BaiduNetdiskDownload\APPLIED PROTEIN TECHNOLOGY\2026\20260106\YAS202601070072-3\YAS202601070072-3-P-Lvs-26-1-1-3.raw	E:\BaiduNetdiskDownload\APPLIED PROTEIN TECHNOLOGY\2026\20260106\YAS202601070072-3\YAS202601070072-3-P-Lvs-26-1-1-4.raw
Q64522	Q64522;Q64523;Q6GSS7	H2A2B_MOUSE	H2ac21	Histone H2A type 2-B	17779	1394.09	3739.47	
Q64524	Q64524;Q8CGP0;Q9D2U9	H2B2E_MOUSE	H2bc21	Histone H2B type 2-E	2334.79		48742	10533.5
Q64685	Q64685	SIAT1_MOUSE	St6gal1	Beta-galactoside alpha-2,6-sialyltransferase 1	26790.9	25819.2	12494.3	12312.9
Q64700	Q64700	RBL2_MOUSE	Rbl2	Retinoblastoma-like protein 2	31369	32359.4	32429.4	38381.7
Q64727	Q64727	VINC_MOUSE	Vcl	Vinculin	76971.9	75782.2	57994.6	43884.6
Q64735;Q64735-2	Q64735;Q64735-2	CR1L_MOUSE	Cr1l	Complement component receptor 1-like protein	156532	161666	146571	107495
Q65Z40	Q65Z40	WAPL_MOUSE	Wapl	Wings apart-like protein homolog	244858	201355	222425	279219
Q66JX5;Q66JX5-2	Q66JX5;Q66JX5-2	CEP43_MOUSE	Cep43	Centrosomal protein 43	12134.8	6875.76	13899.2	19723.6
Q673H1	Q673H1	TUSC1_MOUSE	Tusc1	Tumor suppressor candidate gene 1 protein homolog	42478.9	27091.7	28076.2	28827.7
Q67FY2	Q67FY2;Q67FY2-2	BCL9L_MOUSE	Bcl9l	B-cell CLL/lymphoma 9-like protein	52162.4	49964.6	36918.1	38300.8
Q68FD5	Q68FD5	CLH1_MOUSE	Cltc	Clathrin heavy chain 1	817780	745548	1.2985e+06	1.11619e+06
Q68FD7	Q68FD7	FNIP1_MOUSE	Fnip1	Folliculin-interacting protein 1	60665.9	42344.8	47339.7	94650.7
Q68FE2	Q68FE2	ATG9A_MOUSE	Atg9a	Autophagy-related protein 9A	32800.2	40808	28720.8	54688.1
Q68FE6	Q68FE6	RIPR1_MOUSE	Ripor1	Rho family-interacting cell polarization regulator 1	22336.5	19071.8	9600.56	23340.7
Q68FF6	Q68FF6	GIT1_MOUSE	Git1	ARF GTPase-activating protein GIT1	21204.6	33124.9	16642.9	58372.4
Q68FH0;Q68FH0-2	Q68FH0;Q68FH0-2	PKP4_MOUSE	Pkp4	Plakophilin-4	206278	140312	141001	226562
Q68FL4	Q68FL4	SAHH3_MOUSE	Ahcyl2	Putative adenosylhomocysteinase 3		11001.6	2552.36	12284.2
Q69Z38	Q69Z38	PEAK1_MOUSE	Peak1	Inactive tyrosine-protein kinase PEAK1	283732	427453	251155	753287
Q69ZA1;Q69ZA1-2	Q69ZA1;Q69ZA1-2	CDK13_MOUSE	Cdk13	Cyclin-dependent kinase 13	64848.1	58936.7	55474.7	60126.5
Q69ZB8;Q69ZB8-2	Q69ZB8;Q69ZB8-2	ZCHC2_MOUSE	Zcchc2	Zinc finger CCHC domain-containing protein 2	19709.1	24001.9	21043.3	32850.2
Q69ZC8	Q69ZC8	GPAM1_MOUSE	Gpalpp1	GPALPP motifs-containing protein 1	19516	10798.4		20241.4
Q69ZF7	Q69ZF7	CNNM4_MOUSE	Cnnm4	Metal transporter CNNM4	28475.1	25176	19808.2	67199.4
Q69ZH9	Q69ZH9	RHG23_MOUSE	Arhgap23	Rho GTPase-activating protein 23	23487.6	14069	18998.7	
Q69ZJ7	Q69ZJ7	RIC1_MOUSE	Ric1	Guanine nucleotide exchange factor subunit RIC1	67910.5	53226.9	38533.4	96331.5
Q69ZK0	Q69ZK0	PREX1_MOUSE	Prex1	Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein	6488.99	2290.15		6011.15
Q69ZK6	Q69ZK6	JHD2C_MOUSE	Jmjd1c	Probable JmjC domain-containing histone demethylation protein 2C	61370.7	69345.6	63867	48110.3
Q69ZL1	Q69ZL1	FGD6_MOUSE	Fgd6	FYVE, RhoGEF and PH domain-containing protein 6	88493.9	55575.1	55051.5	85835.4
Q69ZN6;Q69ZN6-2	Q69ZN6;Q69ZN6-2	GNPTA_MOUSE	Gnptab	N-acetylglucosamine-1-phosphotransferase subunits alpha/beta	44846.1	36724.6	39913.4	23610.8
Q69ZN7	Q69ZN7;Q69ZN7-2;Q69ZN7-4	MYOF_MOUSE	Myof	Myoferlin	239172	215010	279567	242775
Q69ZP3-2	Q69ZP3-2	PNKD_MOUSE	Pnkd	Isoform 2 of Probable hydrolase PNKD	32414.7	38757.3	21090.3	16662.7
Q69ZR2	Q69ZR2	HECD1_MOUSE	Hectd1	E3 ubiquitin-protein ligase HECTD1	20048.2	25716.7	22815.4	35569.3
Q69ZR9-2	Q69ZR9-2	TASOR_MOUSE	Tasor	Isoform 2 of Protein TASOR	98179.3	118530	94105.3	187891
Q69ZX6	Q69ZX6	MOR2A_MOUSE	Morc2a	ATPase MORC2A	55713.2	51516.2	31616.1	51985.5
Q69ZZ6;Q69ZZ6-2;Q69ZZ6-3	Q69ZZ6;Q69ZZ6-2;Q69ZZ6-3	TMCC1_MOUSE	Tmcc1	Transmembrane and coiled-coil domains protein 1	109816	117165	95072	110072
Q6A026	Q6A026	PDS5A_MOUSE	Pds5a	Sister chromatid cohesion protein PDS5 homolog A	29897.2	44410.9	27100.5	40287.6
Q6A065	Q6A065;Q80U49;Q6A065-2;Q80U49-2	CE170_MOUSE	Cep170	Centrosomal protein of 170 kDa	251360	192098	161544	227955
Q6A0A2;Q6A0A2-2	Q6A0A2;Q6A0A2-2	LAR4B_MOUSE	Larp4b	La-related protein 4B	79107.9	81379.8	90283.8	74767
Q6A0D4	Q6A0D4	RFTN1_MOUSE	Rftn1	Raftlin	1.02464e+06	797935	574730	702331
Q6A4J8;Q6A4J8-2;Q6A4J8-3	Q6A4J8;Q6A4J8-2;Q6A4J8-3	UBP7_MOUSE	Usp7	Ubiquitin carboxyl-terminal hydrolase 7	19645.3	14868.2	15854	14269.8
Q6AW69;Q6AW69-3;Q6AW69-5	Q6AW69;Q6AW69-3;Q6AW69-5	CGNL1_MOUSE	Cgnl1	Cingulin-like protein 1	24821.5	35191.5	21880.6	71454.7
Q6BCL1	Q6BCL1	PRAM_MOUSE	Pram1	PML-RARA-regulated adapter molecule 1	74783.1	99900.5	74402.7	86487.7
Q6DFV3	Q6DFV3	RHG21_MOUSE	Arhgap21	Rho GTPase-activating protein 21	10007.3	27170.2	18307.1	12980.6
Q6DFV5;Q6DFV5-3	Q6DFV5;Q6DFV5-3	HELZ_MOUSE	Helz	Probable helicase with zinc finger domain	6677.38	18716.9	7784.17	30637.2
Q6DFV7	Q6DFV7;Q6DFV7-2	NCOA7_MOUSE	Ncoa7	Nuclear receptor coactivator 7	14690.4	13938.7	9226.53	18826.3
Q6DFW4	Q6DFW4	NOP58_MOUSE	Nop58	Nucleolar protein 58	802335	822301	586660	712612
Q6DID3	Q6DID3	SCAF8_MOUSE	Scaf8	SR-related and CTD-associated factor 8	161577	180491	105654	194850
Q6DVA0	Q6DVA0	LEMD2_MOUSE	Lemd2	LEM domain-containing protein 2	342473	337633	327175	239527
Q6GQT6	Q6GQT6	SCAP_MOUSE	Scap	Sterol regulatory element-binding protein cleavage-activating protein	86347.4	47813.4	49878.2	41956.2
Q6GQT9	Q6GQT9	NOMO1_MOUSE	Nomo1	BOS complex subunit NOMO1	6995.69	9894.18	17638	12556.6
Q6GQX2	Q6GQX2	NCK5L_MOUSE	Nckap5l	Nck-associated protein 5-like	24510.7	12280.5	4826.98	36251.6
Q6GYP7;Q6GYP7-2;Q6GYP7-4	Q6GYP7;Q6GYP7-6;Q6GYP7-2;Q6GYP7-4	RGPA1_MOUSE	Ralgapa1	Ral GTPase-activating protein subunit alpha-1	147032	115421	93968.3	177799
Q6IE82	Q6IE82	JADE3_MOUSE	Jade3	Protein Jade-3	11693.2	15074.7	12033	16111.2
Q6IRU2	Q6IRU2	TPM4_MOUSE	Tpm4	Tropomyosin alpha-4 chain	59546.3	44123.7	58970.3	35420.4
Q6KAU8;Q6KAU8-2	Q6KAU8;Q6KAU8-2	A16L2_MOUSE	Atg16l2	Protein Atg16l2	43528.6	34800.5	24910.3	24751.9
Q6KCD5	Q6KCD5	NIPBL_MOUSE	Nipbl	Nipped-B-like protein	139538	99944.1	121593	121813
Q6KCD5-2	Q6KCD5;Q6KCD5-2	NIPBL_MOUSE	Nipbl	Isoform 2 of Nipped-B-like protein	85439.8	120308	95020.3	83082.8
Q6NS46	Q6NS46	RRP5_MOUSE	Pdcd11	Protein RRP5 homolog	31961.2	37276.7	24115.6	27392.8
Q6NV66	Q6NV66	ZN646_MOUSE	Zfp646	Zinc finger protein 646	6426.33	5994.21	3949.2	8662.3
Q6NV83;Q6NV83-2;Q6NV83-3	Q6NV83;Q6NV83-2;Q6NV83-3	SR140_MOUSE	U2surp	U2 snRNP-associated SURP motif-containing protein	61116.5	70819.9	45103.3	61897.5
Q6NVE8	Q6NVE8;Q6NVE8-2	WDR44_MOUSE	Wdr44	WD repeat-containing protein 44	89505.3	103204	63103	103199
Q6NVG7	Q6NVG7	GT252_MOUSE	Colgalt2	Procollagen galactosyltransferase 2	5580.21	38348	10469.5	4553.93
Q6NWW9	Q6NWW9	FND3B_MOUSE	Fndc3b	Fibronectin type III domain-containing protein 3B	39509	61469.8	45301.7	47152.4
Q6NXI6;Q6NXI6-2	Q6NXI6;Q6NXI6-2	RPRD2_MOUSE	Rprd2	Regulation of nuclear pre-mRNA domain-containing protein 2	94636.7	191968	160822	85261.2
Q6NXJ0	Q6NXJ0	WWC2_MOUSE	Wwc2	Protein WWC2	14635.1	11971.2	8077.67	13454.8
Q6NXK2	Q6NXK2	ZN532_MOUSE	Znf532	Zinc finger protein 532	26466.7	24564.1	16736	16410.6
Q6NZC7	Q6NZC7	S23IP_MOUSE	Sec23ip	SEC23-interacting protein	35466.7	11381.7	26393.2	26056.7
Q6NZE7;Q6NZE7-2;Q6NZE7-3;Q6NZE7-4	Q6NZE7;Q6NZE7-2;Q6NZE7-3;Q6NZE7-4	PBIR2_MOUSE	Pabir2	PABIR family member 2	19313.5	14765	16509.4	14187.3
Q6NZF1	Q6NZF1	ZC11A_MOUSE	Zc3h11a	Zinc finger CCCH domain-containing protein 11A	98790.2	275871	248467	135227
Q6NZJ6;Q6NZJ6-2	Q6NZJ6;Q6NZJ6-2	IF4G1_MOUSE	Eif4g1	Eukaryotic translation initiation factor 4 gamma 1	418577	494643	384532	377662
Q6NZM9;Q6NZM9-2	Q6NZM9;Q6NZM9-2	HDAC4_MOUSE	Hdac4	Histone deacetylase 4	14738.7	21584.1	16715.3	23700.3
Q6NZQ6;Q6NZQ6-2	Q6NZQ6;Q6NZQ6-2	ZN740_MOUSE	Znf740	Zinc finger protein 740	20049.3	20101.5	19804.3	67644.7
Q6P069;Q6P069-2	Q6P069;Q6P069-2	SORCN_MOUSE	Sri	Sorcin	5559.53	5843	7193.83	11822.9
Q6P1D7	Q6P1D7	SLX4_MOUSE	Slx4	Structure-specific endonuclease subunit SLX4	29204.1	28599.9	32902.8	21792.3
Q6P1F6	Q6P1F6	2ABA_MOUSE	Ppp2r2a	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform	7919.5	7711.63	4358.28	4569.19
Q6P1G2	Q6P1G2;Q6P1G2-2	KDM2B_MOUSE	Kdm2b	Lysine-specific demethylase 2B	16780.8	22486.5	21032.6	15150.9
Q6P2L6	Q6P2L6;Q6P2L6-3	NSD3_MOUSE	Nsd3	Histone-lysine N-methyltransferase NSD3	100733	102836	96641.5	105885
Q6P4S8	Q6P4S8	INT1_MOUSE	Ints1	Integrator complex subunit 1	112905	62038.3	97104.4	66329.6
Q6P4T1	Q6P4T1	SNX19_MOUSE	Snx19	Sorting nexin-19	14470.5	16030.1	8292.07	8094.37
Q6P4T2	Q6P4T2	U520_MOUSE	Snrnp200	U5 small nuclear ribonucleoprotein 200 kDa helicase	7683.15	8435.29	15725.4	7977.78
Q6P542	Q6P542	ABCF1_MOUSE	Abcf1	ATP-binding cassette sub-family F member 1	268327	256286	180585	228874
Q6P5B0	Q6P5B0	RRP12_MOUSE	Rrp12	RRP12-like protein	227449	220744	159927	196122
Q6P5D4	Q6P5D4	CP135_MOUSE	Cep135	Centrosomal protein of 135 kDa	15299.3	26620.6	19206.3	26314.1
Q6P5E4	Q6P5E4	UGGG1_MOUSE	Uggt1	UDP-glucose:glycoprotein glucosyltransferase 1	12923	12941.2	27100.2	17884.6
Q6P5E8	Q6P5E8	DGKQ_MOUSE	Dgkq	Diacylglycerol kinase theta	19751.7	14207	10053.8	20567.6
Q6P5H2;Q6P5H2-2	Q6P5H2;Q6P5H2-2	NEST_MOUSE	Nes	Nestin	22981.6	117064	33696.9	31047.8
Q6P6L0;Q6P6L0-3	Q6P6L0;Q6P6L0-3	FIL1L_MOUSE	Filip1l	Filamin A-interacting protein 1-like	22108.9	20177.8	14455.8	19578.3
Q6P7W0;Q6P7W0-2	Q6P7W0;Q6P7W0-2	SENP6_MOUSE	Senp6	Sentrin-specific protease 6				11267.9
Q6P7W2;Q6P7W2-2	Q6P7W2;Q6P7W2-2	SHKB1_MOUSE	Shkbp1	SH3KBP1-binding protein 1	40238.3	35827.4	44705.5	27075.7
Q6P8X1	Q6P8X1	SNX6_MOUSE	Snx6	Sorting nexin-6			2472.72	1031.68
Q6P9N1	Q6P9N1	HYCCI_MOUSE	Hycc1	Hyccin	136499	140928	92362.6	538304
Q6P9Q4	Q6P9Q4	FHOD1_MOUSE	Fhod1	FH1/FH2 domain-containing protein 1	96442.1	133069	103563	141701
Q6P9Q6;Q6P9Q6-2	Q6P9Q6;Q6P9Q6-2	FKB15_MOUSE	Fkbp15	FK506-binding protein 15	607003	1.09229e+06	936982	1.05274e+06
Q6PAL8	Q6PAL8	DEN5A_MOUSE	Dennd5a	DENN domain-containing protein 5A	45265.1	57477.5	45764.8	104301
Q6PAM1	Q6PAM1	TXLNA_MOUSE	Txlna	Alpha-taxilin	96851.9	146611	111871	113984
Q6PAR5;Q6PAR5-2;Q6PAR5-4;Q6PAR5-5;Q6PAR5-6	Q6PAR5;Q6PAR5-2;Q6PAR5-4;Q6PAR5-5;Q6PAR5-6	GAPD1_MOUSE	Gapvd1	GTPase-activating protein and VPS9 domain-containing protein 1	96520.8	97376.7	85620.4	105594
Q6PB66	Q6PB66	LPPRC_MOUSE	Lrpprc	Leucine-rich PPR motif-containing protein, mitochondrial	5632.74	3687.97	6152.58	5822.88
Q6PB93;Q6PB93-2	Q6PB93;Q6PB93-2	GALT2_MOUSE	Galnt2	Polypeptide N-acetylgalactosaminyltransferase 2	2.37183e+06	1.93857e+06	1.67159e+06	2.08478e+06
Q6PCM2;Q6PCM2-2	Q6PCM2;Q6PCM2-2	INT6_MOUSE	Ints6	Integrator complex subunit 6	7003.65	8372.14	15145.4	21776.5
Q6PCP5	Q6PCP5	MFF_MOUSE	Mff	Mitochondrial fission factor		8013.55	3203.21	7354.51
Q6PD03	Q6PD03	2A5A_MOUSE	Ppp2r5a	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform	48876.8	27869.2	16286.1	33210.3
Q6PD21;Q6PD21-2	Q6PD21;Q6PD21-2	SHB_MOUSE	Shb	SH2 domain-containing adapter protein B	15411.8	10157.9	7839.25	23219.8
Q6PD24	Q6PD24	AN13D_MOUSE	Ankrd13d	Ankyrin repeat domain-containing protein 13D	22592.8	67215.7	55092.5	37819.6
Q6PD29;Q6PD29-2	Q6PD29;Q6PD29-2	ZN513_MOUSE	Znf513	Zinc finger protein 513	53272.4	72680.2	54726.3	52418.4
Q6PDG5;Q6PDG5-2	Q6PDG5;Q6PDG5-2	SMRC2_MOUSE	Smarcc2	SWI/SNF complex subunit SMARCC2	990989	1.16604e+06	1.01265e+06	711732
Q6PDG8;Q6PDG8-2	Q6PDG8;Q6PDG8-2	MON1A_MOUSE	Mon1a	Vacuolar fusion protein MON1 homolog A	61834.8	56259.9	39123.6	62291.4
Q6PDH0;Q6PDH0-2	Q6PDH0;Q6PDH0-2	PHLB1_MOUSE	Phldb1	Pleckstrin homology-like domain family B member 1	52563	52827.1	42492.5	53888.8
Q6PDI6;Q6PDI6-3	Q6PDI6;Q6PDI6-3	MINY2_MOUSE	Mindy2	Ubiquitin carboxyl-terminal hydrolase MINDY-2	57292.8	68109.8	61281.1	54485.2
Q6PDJ6	Q6PDJ6	FBX42_MOUSE	Fbxo42	F-box only protein 42	16882.6	10413.9		12351.5
Q6PDK2	Q6PDK2	KMT2D_MOUSE	Kmt2d	Histone-lysine N-methyltransferase 2D	62326.5	81690.3	69410.9	73760.1
Q6PDL0	Q6PDL0	DC1L2_MOUSE	Dync1li2	Cytoplasmic dynein 1 light intermediate chain 2	155986	125907	102607	85945
Q6PDM1;Q6PDM1-2;Q6PDM1-4	Q6PDM1;Q6PDM1-2;Q6PDM1-4	MSL1_MOUSE	Msl1	Male-specific lethal 1 homolog				7055.75
Q6PDM2	Q6PDM2	SRSF1_MOUSE	Srsf1	Serine/arginine-rich splicing factor 1	2.77224e+06	2.16157e+06	2.76003e+06	2.66335e+06
Q6PDQ2	Q6PDQ2	CHD4_MOUSE	Chd4	Chromodomain-helicase-DNA-binding protein 4	175988	330387	223349	137265
Q6PE84	Q6PE84	STML3_MOUSE	Stoml3	Stomatin-like protein 3	37875.5	27509.3	62929.4	50428
Q6PEE2	Q6PEE2;Q6PEE2-2	CTIF_MOUSE	Ctif	CBP80/20-dependent translation initiation factor	139606	103751	85218.7	59667.9
Q6PF93;Q6PF93-2	Q6PF93;Q6PF93-2	PK3C3_MOUSE	Pik3c3	Phosphatidylinositol 3-kinase catalytic subunit type 3	5503.27	3765.64	3728.8	3681.21
Q6PFD9	Q6PFD9	NUP98_MOUSE	Nup98	Nuclear pore complex protein Nup98-Nup96	190769	243650	146991	323981
Q6PFQ7;Q6PFQ7-2	Q6PFQ7;Q6PFQ7-2	RASL2_MOUSE	Rasa4	Ras GTPase-activating protein 4	27327.4	16830.8	11213.5	37630.9
Q6PFR5	Q6PFR5	TRA2A_MOUSE	Tra2a	Transformer-2 protein homolog alpha	1.29211e+06	1.33119e+06	1.28248e+06	1.51865e+06
Q6PGF7	Q6PGF7	EXOC8_MOUSE	Exoc8	Exocyst complex component 8	28231.3	27102.3	16873.1	21899.6
Q6PGG2;Q6PGG2-2	Q6PGG2;Q6PGG2-2	GMIP_MOUSE	Gmip	GEM-interacting protein	662276	704155	712040	1.33118e+06
Q6PGL7;Q6PGL7-2	Q6PGL7;Q6PGL7-2	WASC2_MOUSE	Washc2	WASH complex subunit 2	369644	443176	384248	568066
Q6PHN9	Q6PHN9	RAB35_MOUSE	Rab35	Ras-related protein Rab-35	116163	115610	172849	143906
Q6PHU5;Q6PHU5-2	Q6PHU5;Q6PHU5-2	SORT_MOUSE	Sort1	Sortilin	1.54864e+06	1.21539e+06	885825	1.00692e+06
Q6PHZ2;Q6PHZ2-2;Q6PHZ2-4;Q6PHZ2-5	Q6PHZ2;Q6PHZ2-2;Q6PHZ2-4;Q6PHZ2-5	KCC2D_MOUSE	Camk2d	Calcium/calmodulin-dependent protein kinase type II subunit delta	34470.7	23534.6	15455.1	58105.6
Q6PHZ5	Q6PHZ5	RB15B_MOUSE	Rbm15b	Putative RNA-binding protein 15B	133418	123938	128869	152766
Q6PIC6	Q6PIC6	AT1A3_MOUSE	Atp1a3	Sodium/potassium-transporting ATPase subunit alpha-3	27403.6	25387.3	28556.5	26433.4
Q6PIJ4	Q6PIJ4	NFRKB_MOUSE	Nfrkb	Nuclear factor related to kappa-B-binding protein	63879.4	62083	37139.3	56929.1
Q6PNC0	Q6PNC0	DMXL1_MOUSE	Dmxl1	DmX-like protein 1	98917.4	60169.6	47313.5	66139.1
Q6PR54;Q6PR54-2;Q6PR54-3	Q6PR54;Q6PR54-2;Q6PR54-3	RIF1_MOUSE	Rif1	Telomere-associated protein RIF1	46529.2	41608	46491.1	23882.4
Q6QI06	Q6QI06	RICTR_MOUSE	Rictor	Rapamycin-insensitive companion of mTOR	204986	299658	192780	172256
Q6QLQ4	Q6QLQ4	CLC7A_MOUSE	Clec7a	C-type lectin domain family 7 member A	5414.01	5815.61	6330.97	5421.79
Q6R5N8	Q6R5N8	TLR13_MOUSE	Tlr13	Toll-like receptor 13	10630.9	15900.5	15960.7	13685.4
Q6R891	Q6R891;Q6R891-2	NEB2_MOUSE	Ppp1r9b	Neurabin-2	426442	491277	528982	278846
Q6S5C2;Q6S5C2-2	Q6S5C2;Q6S5C2-2	GNPTG_MOUSE	Gnptg	N-acetylglucosamine-1-phosphotransferase subunit gamma	17060.8	11415.5	11431.3	4999.58
Q6S5J6;Q6S5J6-2;Q6S5J6-3;Q6S5J6-4	Q6S5J6;Q6S5J6-2;Q6S5J6-3;Q6S5J6-4	KRIT1_MOUSE	Krit1	Krev interaction trapped protein 1	29546.5	15628.3	12233.1	15445.7
Q6SJQ7;Q6SJQ7-2	Q6SJQ7;Q6SJQ7-2	CLM1_MOUSE	Cd300lf	CMRF35-like molecule 1	326010	172078	365730	291905
Q6T3U4	Q6T3U4	NPCL1_MOUSE	Npc1l1	NPC1-like intracellular cholesterol transporter 1	38422.9	32291.9	36701.5	32933
Q6TXD4	Q6TXD4	DNMBP_MOUSE	Dnmbp	Dynamin-binding protein	20123.8	13344.4	7627.82	19880.2
Q6VN19	Q6VN19	RBP10_MOUSE	Ranbp10	Ran-binding protein 10	366051	420489	338835	319001
Q6VNB8	Q6VNB8	WDFY3_MOUSE	Wdfy3	WD repeat and FYVE domain-containing protein 3	125739	97520.2	73634.5	50710.7
Q6WKZ7	Q6WKZ7	NOSTN_MOUSE	Nostrin	Nostrin	15811.7	11031.7	9867.94	39544.7
Q6WVG3	Q6WVG3	KCD12_MOUSE	Kctd12	BTB/POZ domain-containing protein KCTD12	44633.5	60912.3	39409.8	213519
Q6XUX1;Q6XUX1-3	Q6XUX1;Q6XUX1-3	DUSTY_MOUSE	Dstyk	Dual serine/threonine and tyrosine protein kinase	7758.62	5326.06	6319.52	10567
Q6Y5D8;Q6Y5D8-2;Q6Y5D8-3;Q6Y5D8-4	Q6Y5D8;Q6Y5D8-2;Q6Y5D8-3;Q6Y5D8-4	RHG10_MOUSE	Arhgap10	Rho GTPase-activating protein 10	11565.2	11212.1	9683.97	39161.1
Q6Y685	Q6Y685;Q6Y685-2	TACC1_MOUSE	Tacc1	Transforming acidic coiled-coil-containing protein 1	25594.5	21563.3	10200.8	66279.9
Q6Y7W8	Q6Y7W8	GGYF2_MOUSE	Gigyf2	GRB10-interacting GYF protein 2	62782	59075.3	41542.6	64962.8
Q6YND2;Q6YND2-2	Q6YND2;Q6YND2-2	ZN653_MOUSE	Znf653	Zinc finger protein 653	9917.38	8312.93	11391.7	17152.6
Q6ZPE2;Q6ZPE2-2	Q6ZPE2;Q6ZPE2-2	MTMR5_MOUSE	Sbf1	Myotubularin-related protein 5	24690.7	8430.79	5091.27	21256.2
Q6ZPJ0	Q6ZPJ0	TEX2_MOUSE	Tex2	Testis-expressed protein 2	83562.7	240879	182735	195539
Q6ZPJ3	Q6ZPJ3	UBE2O_MOUSE	Ube2o	(E3-independent) E2 ubiquitin-conjugating enzyme UBE2O	11050.3	21376.7	18067	19654.1
Q6ZPS6	Q6ZPS6	AKIB1_MOUSE	Ankib1	Ankyrin repeat and IBR domain-containing protein 1	228569	152070	137249	233957
Q6ZPT1	Q6ZPT1	KLHL9_MOUSE	Klhl9	Kelch-like protein 9		33534.5	38625.8	85212.4
Q6ZPV2;Q6ZPV2-2	Q6ZPV2;Q6ZPV2-2	INO80_MOUSE	Ino80	Chromatin-remodeling ATPase INO80	16222.1	14822.6	9692.39	10636.6
Q6ZPY7	Q6ZPY7	KDM3B_MOUSE	Kdm3b	Lysine-specific demethylase 3B	17993.5	30828.9	23363.8	19444.6
Q6ZPZ3;Q6ZPZ3-2	Q6ZPZ3;Q6ZPZ3-2	ZC3H4_MOUSE	Zc3h4	Zinc finger CCCH domain-containing protein 4	94913.6	127881	138857	99270.5
Q6ZQ03	Q6ZQ03;Q6ZQ03-2;Q6ZQ03-3	FNBP4_MOUSE	Fnbp4	Formin-binding protein 4	202971	239530	228218	129347
Q6ZQ18;Q6ZQ18-2	Q6ZQ18;Q6ZQ18-2	EFR3B_MOUSE	Efr3b	Protein EFR3 homolog B	46944.2	14398.8	28053.1	33575.9
Q6ZQ58	Q6ZQ58	LARP1_MOUSE	Larp1	La-related protein 1	751740	841359	623861	571161
Q6ZQ93;Q6ZQ93-2;Q6ZQ93-3	Q6ZQ93;Q6ZQ93-2;Q6ZQ93-3	UBP34_MOUSE	Usp34	Ubiquitin carboxyl-terminal hydrolase 34	31195.4	39480.6	25713.1	36158.2
Q6ZQA0;Q6ZQA0-2	Q6ZQA0;Q6ZQA0-2	NBEL2_MOUSE	Nbeal2	Neurobeachin-like protein 2	15628.5	13719.2	11753.5	32379.5
Q6ZQF7;Q6ZQF7-2	Q6ZQF7;Q6ZQF7-2	JADE2_MOUSE	Jade2	E3 ubiquitin-protein ligase Jade-2		20991.7	20440.4	9631.76
Q6ZQH8	Q6ZQH8	NU188_MOUSE	Nup188	Nucleoporin NUP188	34314.4	195540	107901	210528
Q6ZQI3	Q6ZQI3	MLEC_MOUSE	Mlec	Malectin	19884	14570.8	19353.7	10417.6
Q6ZQK5;Q6ZQK5-2	Q6ZQK5;Q6ZQK5-2	ACAP2_MOUSE	Acap2	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2	173932	109634	84410	149860
Q6ZQM0;Q6ZQM0-2	Q6ZQM0;Q6ZQM0-2	RFFL_MOUSE	Rffl	E3 ubiquitin-protein ligase rififylin	228653	254883	217458	151738
Q6ZQM8	Q6ZQM8	UD17_MOUSE	Ugt1a7	UDP-glucuronosyltransferase 1A7	9326.78	4644	9284.28	11020.1
Q6ZWN5	Q6ZWN5	RS9_MOUSE	Rps9	40S ribosomal protein S9	60164.8	59802.4	97463.6	40655.9
Q6ZWQ0	Q6ZWQ0;Q6ZWQ0-3	SYNE2_MOUSE	Syne2	Nesprin-2	67645.9	122354	82186.9	44488
Q6ZWQ7	Q6ZWQ7	SPCS3_MOUSE	Spcs3	Signal peptidase complex subunit 3	19586.8	11611.5	24753.3	16707.7
Q6ZWR6-4	Q6ZWR6;Q6ZWR6-2;Q6ZWR6-3;Q6ZWR6-4	SYNE1_MOUSE	Syne1	Isoform 4 of Nesprin-1	206909	263846	243686	179854
Q6ZWU9	Q6ZWU9;Q6ZWY3	RS27_MOUSE	Rps27	40S ribosomal protein S27	25045.1	17508.5	13406	43822.3
Q6ZWX6	Q6ZWX6	IF2A_MOUSE	Eif2s1	Eukaryotic translation initiation factor 2 subunit 1	14240.9	7701.36	16930	9553.99
Q6ZWY8	Q6ZWY8	TYB10_MOUSE	Tmsb10	Thymosin beta-10	78342.9	51008.2	73642.1	89837.6
Q70FJ1;Q70FJ1-2;Q70FJ1-3	Q70FJ1;Q70FJ1-2;Q70FJ1-3	AKAP9_MOUSE	Akap9	A-kinase anchor protein 9		7622.17	3951.44	28840.6
Q71FD5	Q71FD5	ZNRF2_MOUSE	Znrf2	E3 ubiquitin-protein ligase ZNRF2	39663.3	32831.1	25154.2	32371.9
